month,week,sat,sun,sat_alt,sun_alt,weekdays,saturdays,sundays,dum_911_base,supersandy,summer_of_hell,end_close,mon,dummy_1,dummy_2,dummy_3,dummy_4,dummy_5,dummy_6,dummy_7,dummy_8,dummy_9,dummy_10,dummy_11,dummy_12,pop_hudson,real_fare,sun_x_avg,sat_x_avg,week_x_avg,man_hud,avg_wkdayholminor_tstile,avg_satholmajor_tstile,avg_sun_tstile
6/1/2017,288210.9091,124222.75,98632.5,124223,98633,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,673.048315,2.759304303,0,0,5,2807.374493,288210.9091,124222.75,98632.5
7/1/2017,279219,116646.8333,94802.6,118351,97023,21,5,5,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,673.355524,2.765635084,0,10.2,18275.2,2811.625851,279219,116646.8333,94802.6
8/1/2017,272890.3478,119618.5,94766.5,119619,94767,23,4,4,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,673.6246644,2.75939674,0,0,24107.82609,2814.252097,272890.3478,119618.5,94766.5
9/1/2017,292579.2,120137.6667,95157.25,124152,96139,21,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,673.8691184,2.745071447,326.8,0,841.9,2815.953404,292579.2,120137.6667,95157.25
10/1/2017,293285.6364,129132,89989.8,129132,110852,21,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,674.1090609,2.75,43.66666667,0,26.19047619,2817.851081,293285.6364,129132,89989.8
11/1/2017,289539.65,114253.8333,87081,115540,117904,21,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,674.3605041,2.75,0,0,127.7368421,2820.816219,289539.65,114253.8333,87081
12/1/2017,265352.75,106297,91394.4,114860,86743,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,674.6228089,2.75,0,0,166.15,2824.71905,265352.75,106297,91394.4
1/1/2018,266394.1905,98564.66667,70543,100394,78664,23,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,674.8911731,2.75,130.3333333,271.25,220.1904762,2829.179589,266394.1905,98564.66667,70543
2/1/2018,279687.2632,104365.4,73607.75,101733,81866,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,675.1613176,2.75,746,0,6.263157895,2833.898322,279687.2632,104365.4,73607.75
3/1/2018,262112.9091,118684.6,83404,118685,83404,22,5,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,675.4310546,2.75,0,0,2874,2838.897621,262112.9091,118684.6,83404
4/1/2018,284022.3333,127001.75,85515.8,127002,85516,21,4,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,675.6987194,2.75,0,0,261.047619,2844.280329,284022.3333,127001.75,85515.8
5/1/2018,291747,111373.4,84873,116301,86231,23,4,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,675.9645625,2.75,0,0,0.363636364,2849.972492,291747,111373.4,84873
6/1/2018,291024.5714,119846.8,98296,119847,98296,21,5,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,676.2364967,2.75,0,0,0,2855.192964,291024.5714,119846.8,98296
7/1/2018,281680.1429,108609.4,79581.6,NA,NA,22,4,5,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,676.5243501,2.75,NA,NA,NA,2858.983804,281680.1429,108609.4,79581.6
8/1/2018,275404.7391,98026.75,79257.5,NA,NA,23,4,4,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,676.8351789,2.75,NA,NA,NA,2860.806986,275404.7391,98026.75,79257.5
9/1/2018,289028.6842,107847.8333,80417.4,NA,NA,20,5,5,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,677.1649508,2.75,NA,NA,NA,2861.804158,289028.6842,107847.8333,80417.4
10/1/2018,295574.1304,100914.75,78066.75,NA,NA,22,5,4,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,677.5068615,2.75,NA,NA,NA,2863.536885,295574.1304,100914.75,78066.75
11/1/2018,282558.75,107791.6667,88760.5,111519,113625,21,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,677.8550221,2.75,NA,NA,NA,2867.075842,282558.75,107791.6667,88760.5
12/1/2018,258210.2,120760,92490.8,131000,88669,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,678.2072062,2.75,NA,NA,NA,2871.528139,258210.2,120760,92490.8
1/1/2019,272332.1429,85226.66667,62358.75,NA,NA,23,4,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,678.5621026,2.75,NA,NA,NA,2875.509994,272332.1429,85226.66667,62358.75
2/1/2019,277792.4737,97840.6,69546,NA,NA,20,4,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,678.9189545,2.75,NA,NA,NA,2878.048513,277792.4737,97840.6,69546
3/1/2019,281513.381,105389.8,69639.6,NA,NA,21,5,5,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,679.2792208,2.75,NA,NA,NA,2879.81435,281513.381,105389.8,69639.6
4/1/2019,285912.2273,113327,79807.5,NA,NA,22,4,4,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,679.6449145,2.75,NA,NA,NA,2881.889044,285912.2273,113327,79807.5
5/1/2019,289402.0455,110357.4,80168.25,NA,NA,23,4,4,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,680.0166817,2.75,NA,NA,NA,2885.04503,289402.0455,110357.4,80168.25
6/1/2019,292062,113275.4,90076.2,NA,NA,20,5,5,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,680.3897009,2.75,NA,NA,NA,2888.818317,NA,NA,NA
7/1/2019,288156.9091,104018.6,79417.5,NA,NA,23,4,4,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,680.7577836,2.75,NA,NA,NA,2892.435811,NA,NA,NA
8/1/2019,281487,110713.2,83349.5,NA,NA,22,5,4,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,681.116798,2.75,NA,NA,NA,2895.287807,NA,NA,NA
9/1/2019,NA,NA,NA,NA,NA,20,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,681.4708395,2.75,NA,NA,NA,2897.418172,NA,NA,NA
10/1/2019,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,681.8260602,2.75,NA,NA,NA,2899.034166,NA,NA,NA
11/1/2019,NA,NA,NA,NA,NA,18,5,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,682.1872145,2.75,NA,NA,NA,2900.361397,NA,NA,NA
12/1/2019,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,682.5534665,2.75,NA,NA,NA,2901.698872,NA,NA,NA
1/1/2020,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,682.9225828,2.75,NA,NA,NA,2903.363949,NA,NA,NA
2/1/2020,NA,NA,NA,NA,NA,19,5,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,683.2928296,2.75,NA,NA,NA,2905.475609,NA,NA,NA
3/1/2020,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,683.6644717,2.75,NA,NA,NA,2907.359326,NA,NA,NA
4/1/2020,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,684.0382737,2.75,NA,NA,NA,2908.142198,NA,NA,NA
5/1/2020,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,684.4148862,2.75,NA,NA,NA,2907.288357,NA,NA,NA
6/1/2020,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,684.7945034,2.75,NA,NA,NA,2905.610067,NA,NA,NA
7/1/2020,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,685.1772056,2.75,NA,NA,NA,2904.256625,NA,NA,NA
8/1/2020,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,685.5630299,2.75,NA,NA,NA,2904.08187,NA,NA,NA
9/1/2020,NA,NA,NA,NA,NA,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,685.9518402,2.75,NA,NA,NA,2904.757803,NA,NA,NA
10/1/2020,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,686.3434572,2.75,NA,NA,NA,2905.660963,NA,NA,NA
11/1/2020,NA,NA,NA,NA,NA,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,686.737724,2.75,NA,NA,NA,2906.293842,NA,NA,NA
12/1/2020,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,687.1345736,2.75,NA,NA,NA,2906.662733,NA,NA,NA
1/1/2021,NA,NA,NA,NA,NA,19,5,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,687.5339613,2.75,NA,NA,NA,2906.899879,NA,NA,NA
2/1/2021,NA,NA,NA,NA,NA,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,687.9358795,2.75,NA,NA,NA,2907.125155,NA,NA,NA
3/1/2021,NA,NA,NA,NA,NA,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,688.3404691,2.75,NA,NA,NA,2907.408965,NA,NA,NA
4/1/2021,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,688.7479081,2.75,NA,NA,NA,2907.809347,NA,NA,NA
5/1/2021,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,689.1581814,2.75,NA,NA,NA,2908.360298,NA,NA,NA
6/1/2021,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,689.5705024,2.75,NA,NA,NA,2908.999654,NA,NA,NA
7/1/2021,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,689.9838914,2.75,NA,NA,NA,2909.641212,NA,NA,NA
8/1/2021,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,690.3977067,2.75,NA,NA,NA,2910.219759,NA,NA,NA
9/1/2021,NA,NA,NA,NA,NA,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,690.8126591,2.75,NA,NA,NA,2910.754036,NA,NA,NA
10/1/2021,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,691.2297972,2.75,NA,NA,NA,2911.283775,NA,NA,NA
11/1/2021,NA,NA,NA,NA,NA,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,691.6498551,2.75,NA,NA,NA,2911.844834,NA,NA,NA
12/1/2021,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,692.0723078,2.75,NA,NA,NA,2912.457577,NA,NA,NA
1/1/2022,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,692.4963158,2.75,NA,NA,NA,2913.138495,NA,NA,NA
2/1/2022,NA,NA,NA,NA,NA,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,692.921536,2.75,NA,NA,NA,2913.89485,NA,NA,NA
3/1/2022,NA,NA,NA,NA,NA,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,693.3496112,2.75,NA,NA,NA,2914.696979,NA,NA,NA
4/1/2022,NA,NA,NA,NA,NA,21,5,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,693.7826807,2.75,NA,NA,NA,2915.505992,NA,NA,NA
5/1/2022,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,694.2212257,2.75,NA,NA,NA,2916.290918,NA,NA,NA
6/1/2022,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,694.6590943,2.75,NA,NA,NA,2917.052468,NA,NA,NA
7/1/2022,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,695.0884767,2.75,NA,NA,NA,2917.799276,NA,NA,NA
8/1/2022,NA,NA,NA,NA,NA,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,695.5041464,2.75,NA,NA,NA,2918.542162,NA,NA,NA
9/1/2022,NA,NA,NA,NA,NA,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,695.9112116,2.75,NA,NA,NA,2919.300697,NA,NA,NA
10/1/2022,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,696.3173637,2.75,NA,NA,NA,2920.096639,NA,NA,NA
11/1/2022,NA,NA,NA,NA,NA,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,696.7287,2.75,NA,NA,NA,2920.944189,NA,NA,NA
12/1/2022,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,697.1449399,2.75,NA,NA,NA,2921.827322,NA,NA,NA
1/1/2023,NA,NA,NA,NA,NA,20,4,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,697.5642084,2.75,NA,NA,NA,2922.722454,NA,NA,NA
2/1/2023,NA,NA,NA,NA,NA,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,697.9848971,2.75,NA,NA,NA,2923.608144,NA,NA,NA
3/1/2023,NA,NA,NA,NA,NA,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,698.4064636,2.75,NA,NA,NA,2924.471512,NA,NA,NA
4/1/2023,NA,NA,NA,NA,NA,20,5,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,698.8286323,2.75,NA,NA,NA,2925.301817,NA,NA,NA
5/1/2023,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,699.2510848,2.75,NA,NA,NA,2926.089305,NA,NA,NA
6/1/2023,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,699.6733321,2.75,NA,NA,NA,2926.828163,NA,NA,NA
7/1/2023,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,700.0948427,2.75,NA,NA,NA,2927.513563,NA,NA,NA
8/1/2023,NA,NA,NA,NA,NA,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,700.5154098,2.75,NA,NA,NA,2928.146041,NA,NA,NA
9/1/2023,NA,NA,NA,NA,NA,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,700.9361258,2.75,NA,NA,NA,2928.747584,NA,NA,NA
10/1/2023,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,701.3584084,2.75,NA,NA,NA,2929.345538,NA,NA,NA
11/1/2023,NA,NA,NA,NA,NA,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,701.7833454,2.75,NA,NA,NA,2929.959137,NA,NA,NA
12/1/2023,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,702.2107073,2.75,NA,NA,NA,2930.575149,NA,NA,NA
1/1/2024,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,702.6399351,2.75,NA,NA,NA,2931.172228,NA,NA,NA
2/1/2024,NA,NA,NA,NA,NA,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,703.0706611,2.75,NA,NA,NA,2931.74725,NA,NA,NA
3/1/2024,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,703.503283,2.75,NA,NA,NA,2932.369984,NA,NA,NA
4/1/2024,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,703.9383895,2.75,NA,NA,NA,2933.128423,NA,NA,NA
5/1/2024,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,704.3755636,2.75,NA,NA,NA,2934.078342,NA,NA,NA
6/1/2024,NA,NA,NA,NA,NA,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,704.8103641,2.75,NA,NA,NA,2935.146645,NA,NA,NA
7/1/2024,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,705.2373437,2.75,NA,NA,NA,2936.228021,NA,NA,NA
8/1/2024,NA,NA,NA,NA,NA,22,5,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,705.6530184,2.75,NA,NA,NA,2937.242325,NA,NA,NA
9/1/2024,NA,NA,NA,NA,NA,20,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,706.0617564,2.75,NA,NA,NA,2938.210079,NA,NA,NA
10/1/2024,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,706.4698892,2.75,NA,NA,NA,2939.176973,NA,NA,NA
11/1/2024,NA,NA,NA,NA,NA,18,5,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,706.8824017,2.75,NA,NA,NA,2940.176659,NA,NA,NA
12/1/2024,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,707.2988925,2.75,NA,NA,NA,2941.194628,NA,NA,NA
1/1/2025,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,707.7176138,2.75,NA,NA,NA,2942.204335,NA,NA,NA
2/1/2025,NA,NA,NA,NA,NA,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,708.137152,2.75,NA,NA,NA,2943.190568,NA,NA,NA
3/1/2025,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,708.557431,2.75,NA,NA,NA,2944.18346,NA,NA,NA
4/1/2025,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,708.978709,2.75,NA,NA,NA,2945.224479,NA,NA,NA
5/1/2025,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,709.4007386,2.75,NA,NA,NA,2946.340943,NA,NA,NA
6/1/2025,NA,NA,NA,NA,NA,21,4,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,709.8212504,2.75,NA,NA,NA,2947.503572,NA,NA,NA
7/1/2025,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,710.2374694,2.75,NA,NA,NA,2948.668939,NA,NA,NA
8/1/2025,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,710.6476904,2.75,NA,NA,NA,2949.804499,NA,NA,NA
9/1/2025,NA,NA,NA,NA,NA,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,711.0544867,2.75,NA,NA,NA,2950.921247,NA,NA,NA
10/1/2025,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,711.4615017,2.75,NA,NA,NA,2952.041063,NA,NA,NA
11/1/2025,NA,NA,NA,NA,NA,17,5,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,711.8715752,2.75,NA,NA,NA,2953.180109,NA,NA,NA
12/1/2025,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,712.2843344,2.75,NA,NA,NA,2954.331673,NA,NA,NA
1/1/2026,NA,NA,NA,NA,NA,20,4,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,712.6986032,2.75,NA,NA,NA,2955.483329,NA,NA,NA
2/1/2026,NA,NA,NA,NA,NA,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,713.1135213,2.75,NA,NA,NA,2956.628943,NA,NA,NA
3/1/2026,NA,NA,NA,NA,NA,22,5,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,713.5294914,2.75,NA,NA,NA,2957.787572,NA,NA,NA
4/1/2026,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,713.9472319,2.75,NA,NA,NA,2958.984565,NA,NA,NA
5/1/2026,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,714.3664436,2.75,NA,NA,NA,2960.234967,NA,NA,NA
6/1/2026,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,714.7827563,2.75,NA,NA,NA,2961.51259,NA,NA,NA
7/1/2026,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,715.1907819,2.75,NA,NA,NA,2962.780939,NA,NA,NA
8/1/2026,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,715.5870971,2.75,NA,NA,NA,2964.013239,NA,NA,NA
9/1/2026,NA,NA,NA,NA,NA,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,715.9761376,2.75,NA,NA,NA,2965.221597,NA,NA,NA
10/1/2026,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,716.3643038,2.75,NA,NA,NA,2966.427842,NA,NA,NA
11/1/2026,NA,NA,NA,NA,NA,18,5,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,716.7566777,2.75,NA,NA,NA,2967.649893,NA,NA,NA
12/1/2026,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,717.1530679,2.75,NA,NA,NA,2968.890034,NA,NA,NA
1/1/2027,NA,NA,NA,NA,NA,19,5,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,717.5519645,2.75,NA,NA,NA,2970.146638,NA,NA,NA
2/1/2027,NA,NA,NA,NA,NA,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,717.952034,2.75,NA,NA,NA,2971.417032,NA,NA,NA
3/1/2027,NA,NA,NA,NA,NA,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,718.3526476,2.75,NA,NA,NA,2972.694353,NA,NA,NA
4/1/2027,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,718.7533525,2.75,NA,NA,NA,2973.970694,NA,NA,NA
5/1/2027,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,719.1534801,2.75,NA,NA,NA,2975.239469,NA,NA,NA
6/1/2027,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,719.5514972,2.75,NA,NA,NA,2976.499391,NA,NA,NA
7/1/2027,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,719.9456546,2.75,NA,NA,NA,2977.750498,NA,NA,NA
8/1/2027,NA,NA,NA,NA,NA,22,5,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,720.3349909,2.75,NA,NA,NA,2978.994087,NA,NA,NA
9/1/2027,NA,NA,NA,NA,NA,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,720.7216963,2.75,NA,NA,NA,2980.236495,NA,NA,NA
10/1/2027,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,721.108749,2.75,NA,NA,NA,2981.485316,NA,NA,NA
11/1/2027,NA,NA,NA,NA,NA,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,721.4985349,2.75,NA,NA,NA,2982.74654,NA,NA,NA
12/1/2027,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,721.891071,2.75,NA,NA,NA,2984.019726,NA,NA,NA
1/1/2028,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,722.2857821,2.75,NA,NA,NA,2985.302826,NA,NA,NA
2/1/2028,NA,NA,NA,NA,NA,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,722.6820314,2.75,NA,NA,NA,2986.593507,NA,NA,NA
3/1/2028,NA,NA,NA,NA,NA,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,723.0789356,2.75,NA,NA,NA,2987.888295,NA,NA,NA
4/1/2028,NA,NA,NA,NA,NA,20,5,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,723.4755495,2.75,NA,NA,NA,2989.183429,NA,NA,NA
5/1/2028,NA,NA,NA,NA,NA,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,723.870895,2.75,NA,NA,NA,2990.47548,NA,NA,NA
6/1/2028,NA,NA,NA,NA,NA,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,724.2638612,2.75,NA,NA,NA,2991.762338,NA,NA,NA
7/1/2028,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,724.653304,2.75,NA,NA,NA,2993.042224,NA,NA,NA
8/1/2028,NA,NA,NA,NA,NA,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,725.0387066,2.75,NA,NA,NA,2994.315998,NA,NA,NA
9/1/2028,NA,NA,NA,NA,NA,20,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,725.422061,2.75,NA,NA,NA,2995.595086,NA,NA,NA
10/1/2028,NA,NA,NA,NA,NA,21,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,725.8059866,2.75,NA,NA,NA,2996.893554,NA,NA,NA
11/1/2028,NA,NA,NA,NA,NA,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,726.1925487,2.75,NA,NA,NA,2998.221559,NA,NA,NA
12/1/2028,NA,NA,NA,NA,NA,20,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,726.5815977,2.75,NA,NA,NA,2999.573624,NA,NA,NA
1/1/2029,NA,NA,NA,NA,NA,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,726.97243,2.75,NA,NA,NA,3000.940362,NA,NA,NA
